Date,Close,Change,Open,High,Low,Volume,Tziros
01/2/2016,1.18,"-0,8403%","1,19","1,19","1,18",4.3,"5.106,00"
02/2/2016,1.17,"-0,8475%","1,19","1,19","1,14",36.739,"42.764,68"
03/2/2016,1.20,"2,5641%","1,14","1,2","1,12",70.583,"83.106,75"
04/2/2016,1.18,"-1,6667%","1,16","1,19","1,13",46.024,"53.522,58"
05/2/2016,1.20,"1,6949%","1,17","1,2","1,16",57.386,"67.562,16"
08/2/2016,1.14,"-5,0000%","1,17","1,19","1,1",127.327,"146.068,92"
09/2/2016,1.11,"-2,6316%","1,14","1,14","1,05",72.786,"79.946,18"
10/2/2016,1.08,"-2,7027%","1,08","1,11","1,07",92.69,"100.836,13"
11/2/2016,1.06,"-1,8519%","1,06","1,1","1,01",111.356,"115.913,14"
12/2/2016,1.08,"1,8868%","1,1","1,1","1,06",7.333,"7.840,50"
15/2/2016,1.13,"4,6296%","1,09","1,13","1,07",138.29,"152.543,00"
16/2/2016,1.13,"0,0000%","1,13","1,15","1,1",65.126,"73.894,96"
17/2/2016,1.15,"1,7699%","1,16","1,18","1,13",56.853,"65.618,36"
18/2/2016,1.16,"0,8696%","1,16","1,19","1,13",36.812,"42.685,39"
19/2/2016,1.14,"-1,7241%","1,13","1,15","1,12",42.958,"48.740,18"
22/2/2016,1.15,"0,8772%","1,14","1,17","1,13",9.888,"11.349,72"
23/2/2016,1.14,"-0,8696%","1,13","1,15","1,1",281.442,"318.072,46"
24/2/2016,1.13,"-0,8772%","1,13","1,13","1,1",59.4,"66.725,00"
25/2/2016,1.16,"2,6549%","1,15","1,17","1,12",153.699,"178.414,81"
26/2/2016,1.15,"-0,8621%","1,16","1,18","1,13",102.9,"118.583,50"
29/2/2016,1.13,"-1,7391%","1,15","1,15","1,13",38.83,"43.968,15"
01/3/2016,1.15,"1,7699%","1,13","1,17","1,12",359.184,"421.920,57"
02/3/2016,1.15,"0,0000%","1,16","1,17","1,14",96.518,"111.263,35"
03/3/2016,1.15,"0,0000%","1,15","1,18","1,14",202.536,"233.339,20"
04/3/2016,1.15,"0,0000%","1,14","1,16","1,12",394.731,"450.434,14"
07/3/2016,1.17,"1,7391%","1,14","1,17","1,13",18.82,"21.821,61"
08/3/2016,1.15,"-1,7094%","1,16","1,16","1,14",168.948,"194.731,77"
09/3/2016,1.15,"0,0000%","1,13","1,15","1,13",197.195,"226.403,30"
10/3/2016,1.14,"-0,8696%","1,15","1,15","1,13",201.104,"229.897,27"
11/3/2016,1.15,"0,8772%","1,15","1,17","1,15",260.043,"299.298,42"
15/3/2016,1.15,"0,0000%","1,16","1,17","1,14",302.685,"348.386,43"
16/3/2016,1.17,"1,7391%","1,14","1,19","1,14",64.226,"74.548,43"
17/3/2016,1.16,"-0,8547%","1,18","1,19","1,16",7.29,"8.536,80"
18/3/2016,1.15,"-0,8621%","1,16","1,18","1,15",38.521,"44.354,13"
21/3/2016,1.14,"-0,8696%","1,15","1,15","1,12",7.801,"8.845,15"
22/3/2016,1.13,"-0,8772%","1,12","1,15","1,11",23.044,"26.065,05"
23/3/2016,1.15,"1,7699%","1,13","1,15","1,13",25.699,"29.530,95"
24/3/2016,1.14,"-0,8696%","1,14","1,14","1,13",7.672,"8.741,08"
29/3/2016,1.11,"-2,6316%","1,13","1,14","1,11",59.263,"65.992,43"
30/3/2016,1.13,"1,8018%","1,11","1,15","1,11",112.374,"126.984,91"
31/3/2016,1.13,"0,0000%","1,12","1,14","1,11",96.47,"108.895,77"
01/4/2016,1.13,"0,0000%","1,13","1,14","1,1",66.543,"75.207,64"
04/4/2016,1.08,"-4,4248%","1,11","1,11","1,08",4.539,"4.973,39"
05/4/2016,1.08,"0,0000%","1,08","1,09","1,08",19.974,"21.605,50"
06/4/2016,1.09,"0,9259%","1,1","1,11","1,09",3.315,"3.628,90"
07/4/2016,1.07,"-1,8349%","1,1","1,1","1,07",44.921,"48.518,68"
08/4/2016,1.07,"0,0000%","1,07","1,1","1,07",22.53,"24.363,49"
11/4/2016,1.05,"-1,8692%","1,07","1,08","1,05",47.541,"50.378,17"
12/4/2016,1.02,"-2,8571%","1,05","1,05",989,177.158,"179.278,86"
13/4/2016,1.04,"1,9608%","1,02","1,07",988,376.041,"386.996,89"
14/4/2016,1.00,"-3,8462%","1,04","1,07",1,451.991,"464.076,75"
15/4/2016,1.04,"4,0000%","1,03","1,04",1,94.466,"96.186,44"
18/4/2016,1.05,"0,9615%","1,04","1,05",1,152.936,"157.246,91"
19/4/2016,0.99,"-5,7143%","1,02","1,02","0,99",696.271,"697.487,53"
20/4/2016,1.02,"3,0303%","1,01","1,02",998,71,"71.866,47"
21/4/2016,1.04,"1,9608%","1,02","1,04",998,72.165,"73.626,66"
22/4/2016,1.04,"0,0000%","1,04","1,04","1,02",61.642,"63.855,26"
25/4/2016,1.02,"-1,9231%","1,04","1,04","1,01",72.724,"73.959,33"
26/4/2016,1.02,"0,0000%",1,"1,02",1,36.299,"36.670,99"
27/4/2016,1.01,"-0,9804%","1,01","1,01",981,186.316,"186.155,93"
28/4/2016,1.02,"0,9901%","0,98","1,03","0,98",57.388,"57.880,90"
04/5/2016,0.99,"-2,9412%",1,1,"0,99",107.225,"106.396,16"
05/5/2016,1.05,"6,0606%",991,"1,05",991,63.366,"64.705,66"
06/5/2016,1.05,"0,0000%","1,05","1,05","1,01",69.105,"71.806,24"
09/5/2016,1.04,"-0,9524%","1,05","1,05","1,02",56.22,"57.931,98"
10/5/2016,1.10,"5,7692%","1,05","1,1","1,04",234.231,"252.806,31"
11/5/2016,1.08,"-1,8182%","1,08","1,11","1,06",196.738,"213.848,03"
12/5/2016,1.14,"5,5556%","1,08","1,16","1,08",290.42,"328.762,87"
13/5/2016,1.13,"-0,8772%","1,15","1,15","1,12",109.846,"123.267,79"
16/5/2016,1.10,"-2,6549%","1,12","1,14","1,08",284.042,"314.209,27"
17/5/2016,1.13,"2,7273%","1,14","1,14","1,1",80.48,"89.962,44"
18/5/2016,1.13,"0,0000%","1,14","1,16","1,1",108.153,"122.315,31"
19/5/2016,1.10,"-2,6549%","1,1","1,11","1,08",135.74,"148.478,55"
20/5/2016,1.09,"-0,9091%","1,09","1,1","1,07",120.61,"130.961,41"
23/5/2016,1.06,"-2,7523%","1,09","1,1","1,05",71.421,"76.600,48"
24/5/2016,1.07,"0,9434%","1,06","1,09","1,05",79.973,"84.794,10"
25/5/2016,1.05,"-1,8692%","1,07","1,08","1,02",272.853,"287.960,31"
26/5/2016,1.05,"0,0000%","1,05","1,07","1,03",161.557,"170.021,03"
27/5/2016,1.05,"0,0000%","1,05","1,07","1,04",465.878,"490.728,82"
30/5/2016,1.05,"0,0000%","1,05","1,05","1,02",148.792,"154.326,38"
31/5/2016,1.07,"1,9048%","1,05","1,07","1,04",110.567,"116.536,63"
01/6/2016,1.05,"-1,8692%","1,06","1,06","1,04",59.887,"62.975,70"
02/6/2016,1.06,"0,9524%","1,05","1,06","1,03",149.456,"156.301,25"
03/6/2016,1.05,"-0,9434%","1,05","1,06","1,04",48.426,"50.743,76"
06/6/2016,1.05,"0,0000%","1,05","1,05","1,03",89.116,"92.799,62"
07/6/2016,1.06,"0,9524%","1,05","1,09","1,05",250.079,"265.684,28"
08/6/2016,1.04,"-1,8868%","1,05","1,06","1,04",124.012,"130.047,08"
09/6/2016,1.03,"-0,9615%","1,04","1,04","1,01",90.887,"93.196,04"
10/6/2016,1.00,"-2,9126%","1,03","1,04",1,315.107,"319.228,83"
13/6/2016,1.01,"1,0000%",991,"1,02",975,99.491,"99.522,10"
14/6/2016,0.97,"-3,9604%",1,"1,02","0,97",228.062,"225.256,97"
15/6/2016,0.97,"0,0000%",983,995,"0,97",126.885,"123.436,75"
16/6/2016,0.95,"-2,0619%","0,98","0,98",932,159.822,"154.020,85"
17/6/2016,0.96,"0,5263%","0,97","0,97","0,95",19.308,"18.515,77"
21/6/2016,0.99,"3,6649%","0,99",998,"0,99",84.32,"83.496,28"
22/6/2016,0.98,"-1,0101%",998,1,"0,98",8.648,"8.547,84"
23/6/2016,1.00,"1,5306%",998,1,995,12.784,"12.755,70"
24/6/2016,0.87,"-12,5628%","0,97","0,97",823,393.972,"354.432,11"
27/6/2016,0.88,"1,2644%","0,87",905,"0,82",161.306,"142.609,21"
28/6/2016,0.88,"0,1135%",898,"0,91",857,261.136,"234.143,68"
29/6/2016,0.90,"2,0408%","0,9",904,"0,9",51.048,"45.954,64"
30/6/2016,0.90,"0,0000%","0,9",901,888,174.989,"157.490,33"
01/7/2016,0.89,"-1,4444%","0,89","0,9",873,24.412,"21.709,87"
04/7/2016,0.89,"-0,1127%","0,89",892,844,20.158,"17.786,77"
05/7/2016,0.90,"1,3544%",899,"0,9","0,89",10.231,"9.155,74"
06/7/2016,0.90,"0,2227%",899,"0,9","0,88",6.249,"5.608,13"
07/7/2016,0.90,"-0,3333%",899,899,881,7.099,"6.352,82"
08/7/2016,0.90,"0,1115%","0,88",898,"0,88",16.545,"14.620,90"
11/7/2016,0.88,"-1,8931%",881,"0,9",862,335.537,"301.169,69"
12/7/2016,0.89,"0,9081%","0,88",895,"0,88",62.276,"54.921,88"
13/7/2016,0.90,"1,0124%",894,898,882,8.149,"7.272,11"
14/7/2016,0.90,"0,1114%","0,9","0,9",886,19.347,"17.393,39"
15/7/2016,0.88,"-2,3359%",899,"0,9",872,3.676,"3.270,02"
18/7/2016,0.87,"-0,7973%","0,88","0,88","0,87",10.752,"9.402,41"
19/7/2016,0.90,"2,8703%",871,896,"0,87",5.82,"5.104,04"
20/7/2016,0.90,"0,3348%",896,899,"0,88",7.237,"6.469,62"
21/7/2016,0.89,"-1,0011%","0,88",899,"0,87",57.499,"50.338,91"
22/7/2016,0.87,"-2,1348%","0,89","0,89",871,7.138,"6.248,00"
25/7/2016,0.87,"0,3444%",889,"0,89",873,5.35,"4.752,90"
26/7/2016,0.89,"2,1739%","0,88",893,"0,88",15.664,"13.875,10"
27/7/2016,0.88,"-1,4558%",893,899,"0,88",14.75,"13.231,41"
28/7/2016,0.89,"1,1364%",889,898,"0,88",6.4,"5.679,50"
29/7/2016,0.90,"1,0112%","0,88",899,"0,88",14.987,"13.310,77"
01/8/2016,0.90,"-0,3337%",896,899,896,22.933,"20.548,27"
02/8/2016,0.87,"-3,2366%",881,894,867,10.163,"8.904,04"
03/8/2016,0.86,"-0,5767%",815,888,815,6.801,"5.931,52"
04/8/2016,0.86,"0,2320%","0,88","0,88",863,2.76,"2.408,61"
05/8/2016,0.88,"1,6204%","0,86",878,849,68.592,"58.631,26"
08/8/2016,0.88,"0,1139%",893,893,866,9.771,"8.655,62"
09/8/2016,0.86,"-1,9340%","0,88","0,88",862,1.085,"945,50"
10/8/2016,0.85,"-1,3921%","0,87",871,"0,85",44.537,"37.948,44"
11/8/2016,0.87,"2,3529%",861,"0,87","0,85",31.332,"26.958,98"
12/8/2016,0.87,"-0,2299%","0,86",868,"0,84",108.751,"92.950,22"
16/8/2016,0.87,"0,2304%",852,"0,87","0,84",27.271,"23.363,37"
17/8/2016,0.87,"0,0000%","0,87","0,87",842,16.484,"14.220,26"
18/8/2016,0.86,"-0,6897%",869,"0,87",845,6.048,"5.172,52"
19/8/2016,0.86,"-0,4630%",859,"0,86","0,85",11.7,"10.057,16"
22/8/2016,0.87,"0,5814%",852,865,844,3.725,"3.175,59"
23/8/2016,0.87,"0,5780%",868,"0,87",845,41.65,"36.186,18"
24/8/2016,0.87,"0,0000%",865,"0,87",865,3,"2.605,00"
25/8/2016,0.86,"-1,1494%",852,"0,87",852,155.979,"135.059,18"
26/8/2016,0.88,"2,6744%","0,88","0,89",862,20.01,"17.660,58"
29/8/2016,0.88,"0,0000%",879,883,875,9.708,"8.565,01"
30/8/2016,0.88,"0,0000%",883,883,869,123.841,"109.341,94"
31/8/2016,0.88,"0,0000%","0,88",883,864,287.566,"251.712,29"
01/9/2016,0.91,"3,0578%",892,"0,92",885,284.12,"255.831,43"
02/9/2016,0.95,"3,8462%",905,945,882,152.897,"139.689,89"
05/9/2016,0.93,"-1,4815%",949,"0,95",922,111.335,"104.392,89"
06/9/2016,0.95,"2,0408%","0,9","0,96","0,9",316.913,"297.118,05"
07/9/2016,0.95,"-0,2105%",959,963,943,111.872,"106.296,17"
08/9/2016,0.97,"2,1097%","0,95",969,"0,94",144.165,"138.105,03"
09/9/2016,0.99,"2,2727%","0,97","0,99","0,95",227.581,"221.514,13"
12/9/2016,0.98,"-1,0101%","0,99","1,03",975,211.395,"211.115,00"
13/9/2016,0.98,"0,0000%",1,1,"0,96",233.137,"228.334,54"
14/9/2016,0.98,"0,0000%",971,"0,99",951,270.391,"263.703,84"
15/9/2016,0.98,"-0,2041%","0,97",979,959,95.007,"92.367,64"
16/9/2016,1.00,"2,1472%",971,999,961,107.682,"105.609,72"
19/9/2016,1.00,"0,1001%",1,"1,02",974,635.96,"635.723,74"
20/9/2016,1.00,"0,0000%",1,1,"0,99",237.579,"237.476,16"
21/9/2016,0.98,"-2,4000%",1,"1,01",976,166.765,"165.510,32"
22/9/2016,1.00,"2,2541%","0,98",1,"0,98",109.211,"108.401,23"
23/9/2016,0.99,"-0,5010%",1,"1,02","0,98",118.625,"117.876,15"
26/9/2016,0.99,"-0,3021%","0,99",1,974,55.606,"54.774,72"
27/9/2016,0.99,"0,0000%","0,99","0,99","0,97",1.967.059,"1.961.840,21"
28/9/2016,0.97,"-2,0202%","0,99","0,99","0,97",501.944,"491.366,21"
29/9/2016,0.98,"1,0309%","0,99","0,99","0,97",330.459,"330.054,73"
30/9/2016,1.04,"6,1224%",975,"1,05",975,53.386,"54.586,02"
03/10/2016,1.11,"6,7308%","1,06","1,11","1,06",123.149,"135.111,85"
04/10/2016,1.14,"2,7027%","1,11","1,15","1,1",133.572,"150.636,45"
05/10/2016,1.20,"5,2632%","1,14","1,2","1,13",119.516,"139.642,87"
06/10/2016,1.29,"7,5000%","1,21","1,29","1,2",168.57,"209.186,93"
07/10/2016,1.36,"5,4264%","1,29","1,37","1,28",238.2,"316.892,08"
10/10/2016,1.26,"-7,3529%","1,36","1,39","1,26",228.728,"302.360,23"
11/10/2016,1.30,"3,1746%","1,25","1,32","1,25",109.089,"140.782,79"
12/10/2016,1.28,"-1,5385%","1,33","1,33","1,26",76.516,"99.742,66"
13/10/2016,1.22,"-4,6875%","1,28","1,29","1,21",98.295,"121.744,77"
14/10/2016,1.27,"4,0984%","1,24","1,29","1,24",35.633,"44.976,11"
17/10/2016,1.26,"-0,7874%","1,28","1,3","1,25",50.376,"64.753,05"
18/10/2016,1.25,"-0,7937%","1,26","1,27","1,24",22.438,"28.083,60"
19/10/2016,1.21,"-3,2000%","1,28","1,28","1,21",46.065,"56.775,22"
20/10/2016,1.30,"7,4380%","1,22","1,3","1,22",99.764,"127.918,18"
21/10/2016,1.29,"-0,7692%","1,3","1,3","1,27",5.555,"7.163,50"
24/10/2016,1.29,"0,0000%","1,26","1,29","1,24",86.165,"111.253,16"
25/10/2016,1.29,"0,0000%","1,27","1,29","1,25",20.511,"26.202,37"
26/10/2016,1.26,"-2,3256%","1,29","1,29","1,26",13.83,"17.706,70"
27/10/2016,1.25,"-0,7937%","1,25","1,27","1,23",33.8,"42.292,20"
31/10/2016,1.23,"-1,6000%","1,24","1,25","1,22",46.217,"56.833,73"
01/11/2016,1.17,"-4,8780%","1,22","1,22","1,17",38.749,"46.423,03"
02/11/2016,1.14,"-2,5641%","1,16","1,18","1,14",370.384,"428.980,25"
03/11/2016,1.13,"-0,8772%","1,16","1,16","1,13",52.953,"60.136,86"
04/11/2016,1.14,"0,8850%","1,15","1,15","1,12",4.626,"5.260,50"
07/11/2016,1.12,"-1,7544%","1,13","1,13","1,1",63.232,"70.583,75"
08/11/2016,1.11,"-0,8929%","1,12","1,14","1,1",36.614,"40.667,78"
09/11/2016,1.11,"0,0000%","1,08","1,12","1,08",27.114,"29.932,03"
10/11/2016,1.15,"3,6036%","1,14","1,16","1,14",14.721,"16.953,89"
11/11/2016,1.12,"-2,6087%","1,14","1,14","1,12",2.8,"3.158,52"
14/11/2016,1.10,"-1,7857%","1,12","1,14","1,09",22.078,"24.383,02"
15/11/2016,1.07,"-2,7273%","1,1","1,1","1,06",105.248,"113.003,42"
16/11/2016,1.08,"0,9346%","1,09","1,09","1,07",17.571,"18.948,15"
17/11/2016,1.05,"-2,7778%","1,07","1,08","1,03",102.328,"107.840,18"
18/11/2016,1.07,"1,9048%","1,07","1,1","1,05",133.117,"141.726,65"
21/11/2016,1.05,"-1,8692%","1,07","1,07","1,05",56.895,"60.079,71"
22/11/2016,1.06,"0,9524%","1,05","1,11","1,05",747.85,"790.362,92"
23/11/2016,1.08,"1,8868%","1,06","1,1","1,06",85.2,"92.150,69"
24/11/2016,1.08,"0,0000%","1,06","1,08","1,05",13.202,"14.081,41"
25/11/2016,1.08,"0,0000%","1,05","1,1","1,05",16.651,"18.015,55"
28/11/2016,1.10,"1,8519%","1,06","1,15","1,06",85.678,"95.485,97"
29/11/2016,1.10,"0,0000%","1,1","1,12","1,08",94.331,"103.874,54"
30/11/2016,1.08,"-1,8182%","1,1","1,12","1,08",1.104.104,"1.193.756,61"
01/12/2016,1.09,"0,9259%","1,11","1,12","1,08",98.01,"108.029,92"
02/12/2016,1.06,"-2,7523%","1,1","1,1","1,06",26.278,"28.240,29"
05/12/2016,1.08,"1,8868%","1,08","1,09","1,08",89.76,"97.047,95"
06/12/2016,1.09,"0,9259%","1,12","1,12","1,08",68.986,"74.722,70"
07/12/2016,1.08,"-0,9174%","1,09","1,09","1,08",244.085,"264.576,35"
08/12/2016,1.09,"0,9259%","1,08","1,09","1,08",161.317,"174.285,36"
09/12/2016,1.09,"0,0000%","1,09","1,11","1,08",182.766,"197.581,70"
12/12/2016,1.09,"0,0000%","1,09","1,09","1,07",41.055,"44.417,44"
13/12/2016,1.06,"-2,7523%","1,08","1,08","1,06",19.358,"20.673,38"
14/12/2016,1.03,"-2,8302%","1,06","1,06","1,02",120.347,"125.085,47"
15/12/2016,1.02,"-0,9709%","1,03","1,04","1,02",110.056,"112.458,72"
16/12/2016,1.06,"3,9216%","1,03","1,06","1,03",21.75,"22.682,50"
19/12/2016,1.03,"-2,8302%","1,04","1,05","1,03",23.8,"24.673,00"
20/12/2016,1.03,"0,0000%","1,05","1,05","1,01",90.11,"91.761,12"
21/12/2016,1.05,"1,9417%","1,06","1,06","1,04",15.748,"16.520,80"
22/12/2016,1.05,"0,0000%","1,05","1,07","1,03",10.554,"11.036,20"
23/12/2016,1.03,"-1,9048%","1,05","1,08","1,03",11.054,"11.508,16"
27/12/2016,1.02,"-0,9709%","1,04","1,05","1,02",315.585,"325.087,55"
28/12/2016,1.06,"3,9216%","1,03","1,06","1,01",406.911,"417.794,58"
29/12/2016,1.04,"-1,8868%","1,04","1,04","1,02",85.77,"88.752,38"
30/12/2016,1.01,"-2,8846%","1,04","1,04","1,01",55.408,"56.420,18"
02/1/2017,1.06,"4,9505%","1,03","1,06","1,02",20.165,"20.829,40"
03/1/2017,1.08,"1,8868%","1,05","1,09","1,05",24.41,"26.026,45"
04/1/2017,1.08,"0,0000%","1,1","1,1","1,08",26.95,"29.221,00"
05/1/2017,1.08,"0,0000%","1,09","1,09","1,05",13.022,"13.888,09"
09/1/2017,1.11,"2,7778%","1,08","1,11","1,06",77.148,"83.722,78"
10/1/2017,1.12,"0,9009%","1,11","1,18","1,11",159.755,"180.997,49"
11/1/2017,1.12,"0,0000%","1,11","1,14","1,11",50.091,"56.522,29"
12/1/2017,1.11,"-0,8929%","1,13","1,15","1,11",51.073,"57.888,53"
13/1/2017,1.09,"-1,8018%","1,11","1,11","1,08",39.688,"43.428,22"
16/1/2017,1.08,"-0,9174%","1,07","1,1","1,06",36.255,"39.082,37"
17/1/2017,1.07,"-0,9259%","1,07","1,09","1,07",11.584,"12.474,78"
18/1/2017,1.10,"2,8037%","1,07","1,12","1,07",52.225,"57.394,15"
19/1/2017,1.12,"1,8182%","1,09","1,16","1,09",93.31,"106.091,64"
20/1/2017,1.13,"0,8929%","1,11","1,14","1,11",15.16,"17.100,90"
23/1/2017,1.12,"-0,8850%","1,12","1,16","1,12",102.795,"116.512,90"
24/1/2017,1.16,"3,5714%","1,13","1,16","1,12",40.49,"46.058,35"
25/1/2017,1.16,"0,0000%","1,17","1,19","1,16",72.694,"85.479,25"
26/1/2017,1.15,"-0,8621%","1,15","1,16","1,14",48.823,"56.491,39"
27/1/2017,1.11,"-3,4783%","1,12","1,14","1,11",135.063,"152.682,69"
30/1/2017,1.08,"-2,7027%","1,11","1,11","1,06",102.813,"111.036,02"
31/1/2017,1.08,"0,0000%","1,08","1,09","1,08",32.891,"35.551,53"
01/2/2017,1.10,"1,8519%","1,09","1,12","1,08",20.095,"22.123,37"
02/2/2017,1.09,"-0,9091%","1,1","1,1","1,09",36.22,"39.637,55"
03/2/2017,1.09,"0,0000%","1,09","1,1","1,09",16.022,"17.495,12"
06/2/2017,1.08,"-0,9174%","1,09","1,1","1,07",53.242,"57.550,28"
07/2/2017,1.12,"3,7037%","1,08","1,12","1,08",23.235,"25.533,46"
08/2/2017,1.09,"-2,6786%","1,11","1,11","1,08",11.822,"12.907,68"
09/2/2017,1.09,"0,0000%","1,09","1,09","1,08",17.365,"18.883,85"
10/2/2017,1.11,"1,8349%","1,1","1,12","1,09",22.012,"24.202,05"
13/2/2017,1.12,"0,9009%","1,1","1,13","1,1",21.939,"24.556,48"
14/2/2017,1.16,"3,5714%","1,12","1,16","1,11",16.715,"19.085,36"
15/2/2017,1.19,"2,5862%","1,15","1,23","1,15",144.015,"172.683,32"
16/2/2017,1.17,"-1,6807%","1,19","1,2","1,16",22.77,"26.897,10"
17/2/2017,1.17,"0,0000%","1,17","1,19","1,16",29.296,"34.288,51"
20/2/2017,1.15,"-1,7094%","1,17","1,18","1,15",57.438,"66.983,10"
21/2/2017,1.17,"1,7391%","1,15","1,18","1,15",26.672,"31.169,33"
22/2/2017,1.16,"-0,8547%","1,17","1,17","1,14",18.309,"21.040,44"
23/2/2017,1.16,"0,0000%","1,16","1,17","1,14",19.291,"22.201,07"
24/2/2017,1.16,"0,0000%","1,15","1,16","1,15",7.392,"8.542,05"
28/2/2017,1.13,"-2,5862%","1,16","1,17","1,13",34.93,"40.257,80"
01/3/2017,1.16,"2,6549%","1,14","1,16","1,14",19.74,"22.680,62"
02/3/2017,1.14,"-1,7241%","1,15","1,16","1,14",12.589,"14.449,93"
03/3/2017,1.15,"0,8772%","1,13","1,15","1,13",6.16,"7.029,00"
06/3/2017,1.14,"-0,8696%","1,14","1,14","1,12",3.169,"3.593,79"
07/3/2017,1.13,"-0,8772%","1,13","1,16","1,13",36.779,"41.852,09"
08/3/2017,1.17,"3,5398%","1,13","1,18","1,13",55.537,"64.120,12"
09/3/2017,1.13,"-3,4188%","1,15","1,17","1,13",95.157,"108.940,05"
10/3/2017,1.13,"0,0000%","1,12","1,15","1,12",41.24,"46.816,63"
13/3/2017,1.13,"0,0000%","1,14","1,15","1,13",32.318,"36.675,17"
14/3/2017,1.12,"-0,8850%","1,13","1,14","1,11",27.442,"30.922,18"
15/3/2017,1.10,"-1,7857%","1,13","1,13","1,09",87.25,"96.935,11"
16/3/2017,1.08,"-1,8182%","1,12","1,13","1,08",125.934,"139.397,96"
17/3/2017,1.12,"3,7037%","1,1","1,13","1,1",113.849,"127.007,23"
20/3/2017,1.11,"-0,8929%","1,12","1,13","1,1",86.388,"96.654,35"
21/3/2017,1.11,"0,0000%","1,12","1,12","1,11",66.365,"73.904,50"
22/3/2017,1.11,"0,0000%","1,12","1,12","1,11",33.407,"37.279,88"
23/3/2017,1.12,"0,9009%","1,11","1,14","1,1",117.648,"131.656,08"
24/3/2017,1.14,"1,7857%","1,12","1,15","1,12",52.092,"59.037,42"
27/3/2017,1.18,"3,5088%","1,15","1,2","1,15",71.973,"84.450,03"
28/3/2017,1.19,"0,8475%","1,19","1,21","1,18",86.945,"103.874,99"
29/3/2017,1.26,"5,8824%","1,21","1,27","1,21",134.814,"167.629,16"
30/3/2017,1.24,"-1,5873%","1,29","1,29","1,23",88.725,"110.305,80"
31/3/2017,1.22,"-1,6129%","1,22","1,26","1,22",63.994,"79.280,88"
03/4/2017,1.21,"-0,8197%","1,19","1,22","1,19",15.297,"18.471,29"
04/4/2017,1.19,"-1,6529%","1,22","1,23","1,19",11.322,"13.614,54"
05/4/2017,1.19,"0,0000%","1,17","1,21","1,17",31.993,"37.915,57"
06/4/2017,1.21,"1,6807%","1,19","1,21","1,19",25.179,"30.200,91"
07/4/2017,1.21,"0,0000%","1,22","1,22","1,2",45.711,"55.364,50"
10/4/2017,1.25,"3,3058%","1,21","1,26","1,21",49.311,"60.816,34"
11/4/2017,1.25,"0,0000%","1,25","1,28","1,23",103.73,"130.155,04"
12/4/2017,1.26,"0,8000%","1,27","1,3","1,25",124.238,"157.068,31"
13/4/2017,1.28,"1,5873%","1,28","1,29","1,25",38.692,"49.097,31"
18/4/2017,1.27,"-0,7813%","1,3","1,31","1,24",157.473,"197.449,55"
19/4/2017,1.26,"-0,7874%","1,27","1,28","1,25",33.055,"41.591,49"
20/4/2017,1.25,"-0,7937%","1,25","1,27","1,25",339.398,"424.303,18"
21/4/2017,1.24,"-0,8000%","1,24","1,24","1,23",51.652,"63.969,87"
24/4/2017,1.25,"0,8065%","1,26","1,27","1,24",31.974,"39.993,73"
25/4/2017,1.25,"0,0000%","1,26","1,27","1,24",29.377,"36.706,71"
26/4/2017,1.25,"0,0000%","1,27","1,28","1,23",33.157,"41.159,43"
27/4/2017,1.25,"0,0000%","1,25","1,27","1,23",110.025,"137.250,67"
28/4/2017,1.24,"-0,8000%","1,25","1,28","1,23",108.323,"135.622,92"
02/5/2017,1.31,"5,6452%","1,25","1,31","1,24",232.748,"297.035,16"
03/5/2017,1.28,"-2,2901%","1,3","1,32","1,26",338.007,"432.045,62"
04/5/2017,1.24,"-3,1250%","1,27","1,32","1,22",405.925,"517.400,77"
05/5/2017,1.17,"-5,6452%","1,25","1,25","1,17",354.162,"422.669,79"
08/5/2017,1.20,"2,5641%","1,17","1,21","1,16",210.32,"249.094,78"
09/5/2017,1.19,"-0,8333%","1,2","1,2","1,17",129.935,"153.902,36"
10/5/2017,1.21,"1,6807%","1,18","1,23","1,18",474.038,"570.604,51"
11/5/2017,1.19,"-1,6529%","1,22","1,24","1,18",179.956,"216.869,27"
12/5/2017,1.20,"0,8403%","1,19","1,2","1,18",87.105,"103.858,36"
15/5/2017,1.22,"1,6667%","1,2","1,23","1,2",93.922,"114.054,13"
16/5/2017,1.22,"0,0000%","1,22","1,22","1,2",105.77,"127.627,26"
17/5/2017,1.22,"0,0000%","1,21","1,27","1,2",435.224,"539.035,37"
18/5/2017,1.23,"0,8197%","1,22","1,24","1,2",63.57,"77.639,48"
19/5/2017,1.20,"-2,4390%","1,22","1,23","1,2",257.129,"311.388,83"
22/5/2017,1.19,"-0,8333%","1,2","1,21","1,17",76.901,"90.904,59"
23/5/2017,1.16,"-2,5210%","1,18","1,18","1,14",80.178,"93.114,03"
24/5/2017,1.13,"-2,5862%","1,14","1,16","1,12",172.582,"201.024,60"
25/5/2017,1.09,"-3,5398%","1,11","1,11","1,08",207.78,"227.591,37"
26/5/2017,1.11,"1,8349%","1,08","1,12","1,08",83.254,"91.116,32"
29/5/2017,1.13,"1,8018%","1,11","1,13","1,1",32.77,"36.514,41"
30/5/2017,1.12,"-0,8850%","1,14","1,14","1,1",41.309,"46.005,69"
31/5/2017,1.08,"-3,5714%","1,1","1,11","1,07",183.77,"201.176,56"
01/6/2017,1.08,"0,0000%","1,07","1,09","1,07",189.182,"203.887,86"
