Date,Close,Change,Open,High,Low,Volume,Tziros
19/3/2010,3.37,"2,1212%","3,31","3,37","3,26",345.528,"1.143.260,53"
22/3/2010,3.34,"-0,8902%","3,3","3,35","3,24",194.641,"642.601,12"
23/3/2010,3.35,"0,2994%","3,32","3,42","3,31",235.159,"789.653,10"
24/3/2010,3.35,"0,0000%","3,4","3,41","3,32",162.594,"547.682,13"
26/3/2010,3.45,"2,9851%","3,39","3,48","3,39",225.937,"779.141,75"
29/3/2010,3.52,"2,0290%","3,48","3,55","3,48",222.947,"784.515,13"
30/3/2010,3.53,"0,2841%","3,52","3,57","3,42",410.586,"1.439.949,20"
31/3/2010,3.35,"-5,0992%","3,46","3,53","3,35",352.603,"1.209.486,39"
01/4/2010,3.32,"-0,8955%","3,38","3,42","3,3",440.388,"1.468.439,44"
06/4/2010,3.30,"-0,6024%","3,36","3,36","3,27",246.984,"817.135,07"
07/4/2010,3.19,"-3,3333%","3,3","3,3","3,13",544.115,"1.741.873,67"
08/4/2010,3.44,"7,8370%","3,2","3,44","3,15",764.723,"2.512.508,17"
09/4/2010,3.48,"1,1628%","3,47","3,5","3,26",504.387,"1.692.256,12"
12/4/2010,3.46,"-0,5747%","3,5","3,56","3,44",607.95,"2.117.337,97"
13/4/2010,3.40,"-1,7341%","3,52","3,52","3,4",225.254,"780.337,93"
14/4/2010,3.50,"2,9412%","3,45","3,6","3,42",725.728,"2.538.755,21"
15/4/2010,3.66,"4,5714%","3,56","3,7","3,49",761.43,"2.749.441,22"
16/4/2010,3.69,"0,8197%","3,69","3,74","3,61",637.503,"2.353.659,96"
19/4/2010,3.64,"-1,3550%","3,65","3,68","3,59",283.342,"1.033.236,92"
20/4/2010,3.52,"-3,2967%","3,64","3,65","3,49",359.197,"1.271.316,40"
21/4/2010,3.52,"0,0000%","3,5","3,53","3,47",416.823,"1.468.203,47"
22/4/2010,3.37,"-4,2614%","3,47","3,51","3,3",301.404,"1.025.265,17"
23/4/2010,3.33,"-1,1869%","3,29","3,58","3,29",410.302,"1.416.580,23"
26/4/2010,3.30,"-0,9009%","3,33","3,38","3,17",417.244,"1.361.265,47"
27/4/2010,3.10,"-6,0606%","3,26","3,39","3,05",728.601,"2.357.422,97"
28/4/2010,3.05,"-1,6129%","3,14","3,24","2,93",1.030.403,"3.157.226,03"
29/4/2010,3.25,"6,5574%","3,15","3,33","3,14",440.812,"1.420.405,31"
30/4/2010,3.25,"0,0000%","3,32","3,35","3,17",414.619,"1.354.751,15"
03/5/2010,3.29,"1,2308%","3,25","3,31","3,2",247.837,"808.506,07"
04/5/2010,3.18,"-3,3435%","3,25","3,3","3,16",314.529,"1.012.307,27"
05/5/2010,3.03,"-4,7170%","3,18","3,2",3,326.207,"1.009.875,92"
06/5/2010,3.04,"0,3300%","3,1","3,1","2,97",767.519,"2.335.580,49"
07/5/2010,3.00,"-1,3158%","3,05","3,05","2,91",1.071.023,"3.211.334,57"
10/5/2010,3.34,"11,3333%","3,14","3,43","3,12",717.675,"2.376.594,75"
11/5/2010,3.18,"-4,7904%","3,25","3,26","3,12",254.604,"807.711,85"
12/5/2010,3.18,"0,0000%","3,16","3,21","3,12",582.708,"1.843.261,76"
13/5/2010,3.16,"-0,6289%","3,2","3,2","3,12",292.839,"922.881,03"
14/5/2010,3.14,"-0,6329%","3,11","3,17","3,1",328.061,"1.027.639,91"
17/5/2010,3.01,"-4,1401%","3,12","3,12","3,01",249.89,"761.636,52"
18/5/2010,2.96,"-1,6611%","3,06","3,08","2,96",360.618,"1.086.504,26"
19/5/2010,3.02,"2,0270%",3,"3,05","2,89",372.413,"1.100.308,13"
20/5/2010,3.05,"0,9934%","3,04","3,1","2,95",417.213,"1.268.511,56"
21/5/2010,3.07,"0,6557%","3,05","3,08","2,98",435.737,"1.325.956,86"
25/5/2010,2.95,"-3,9088%","2,96",3,"2,91",149.593,"442.608,72"
26/5/2010,2.90,"-1,6949%","3,06","3,06","2,9",344.19,"1.033.055,42"
27/5/2010,3.10,"6,8966%","2,96","3,13","2,86",424.714,"1.292.980,86"
28/5/2010,3.03,"-2,2581%","3,15","3,16","3,02",286.124,"879.678,17"
31/5/2010,2.94,"-2,9703%","3,03","3,05","2,88",533.493,"1.562.483,80"
01/6/2010,2.94,"0,0000%","2,86","2,94","2,83",438.037,"1.262.917,41"
02/6/2010,2.87,"-2,3810%","2,97","2,97","2,86",1.141.369,"3.304.831,76"
03/6/2010,2.89,"0,6969%","2,87","2,98","2,87",435.867,"1.280.837,21"
04/6/2010,2.81,"-2,7682%","2,93","2,95","2,81",622.6,"1.797.509,49"
07/6/2010,2.65,"-5,6940%","2,76","2,8","2,65",304.89,"832.572,58"
08/6/2010,2.62,"-1,1321%","2,65","2,72","2,61",468.202,"1.245.586,57"
09/6/2010,2.74,"4,5802%","2,68","2,74","2,64",150.771,"406.067,59"
10/6/2010,2.64,"-3,6496%","2,71","2,72","2,58",830.368,"2.869.408,28"
11/6/2010,2.58,"-2,2727%","2,64","2,7","2,58",474.32,"1.249.236,56"
14/6/2010,2.60,"0,7752%","2,55","2,7","2,48",1.106.970,"2.875.114,42"
15/6/2010,2.68,"3,0769%","2,58","2,71","2,54",895.145,"2.379.575,90"
16/6/2010,2.82,"5,2239%","2,72","2,82","2,67",795.637,"2.198.554,45"
17/6/2010,2.84,"0,7092%","2,83","2,88","2,8",455.784,"1.296.987,21"
18/6/2010,2.98,"4,9296%","2,85","2,98","2,84",389.653,"1.135.800,77"
21/6/2010,2.87,"-3,6913%",3,"3,02","2,86",597.613,"1.749.778,32"
22/6/2010,2.86,"-0,3484%","2,86","2,87","2,76",389.022,"1.092.558,52"
23/6/2010,2.75,"-3,8462%","2,81","2,84","2,75",148.853,"414.704,57"
24/6/2010,2.70,"-1,8182%","2,71","2,75","2,67",411.399,"1.111.784,23"
25/6/2010,2.72,"0,7407%","2,7","2,9","2,68",541.723,"1.493.922,01"
28/6/2010,2.69,"-1,1029%","2,74","2,76","2,66",281.948,"761.378,10"
29/6/2010,2.64,"-1,8587%","2,64","2,71","2,64",220.328,"588.188,09"
30/6/2010,2.62,"-0,7576%","2,64","2,73","2,62",235.714,"631.098,54"
01/7/2010,2.64,"0,7634%","2,66","2,71","2,61",187.154,"496.258,04"
02/7/2010,2.65,"0,3788%","2,68","2,71","2,65",440.95,"1.183.127,71"
05/7/2010,2.65,"0,0000%","2,64","2,71","2,64",340.727,"915.046,68"
06/7/2010,2.75,"3,7736%","2,65","2,8","2,65",440.774,"1.205.557,24"
07/7/2010,2.80,"1,8182%","2,76","2,82","2,75",297.155,"828.283,58"
08/7/2010,2.86,"2,1429%","2,84","2,89","2,81",497.097,"1.424.895,46"
09/7/2010,2.92,"2,0979%","2,9","2,96","2,85",283.788,"827.328,79"
12/7/2010,2.89,"-1,0274%","2,93","2,93","2,87",142.976,"414.466,11"
13/7/2010,3.18,"10,0346%","2,91","3,18","2,88",599.225,"1.823.625,49"
14/7/2010,3.18,"0,0000%","3,16","3,22","3,11",520.197,"1.646.489,89"
15/7/2010,3.18,"0,0000%","3,15","3,3","3,12",373.814,"1.197.976,37"
16/7/2010,3.16,"-0,6289%","3,25","3,25","3,15",276.741,"883.292,73"
19/7/2010,3.08,"-2,5316%","3,14","3,17","3,05",239.215,"742.578,33"
20/7/2010,2.96,"-3,8961%","3,06","3,12","2,93",180.205,"542.346,11"
21/7/2010,3.00,"1,3514%","2,99","3,09","2,93",230.409,"696.892,69"
22/7/2010,3.03,"1,0000%",3,"3,06",3,305.086,"928.529,81"
23/7/2010,3.00,"-0,9901%","3,05","3,06","2,99",149.401,"452.983,81"
26/7/2010,3.12,"4,0000%","3,06","3,19",3,373.983,"1.158.749,99"
27/7/2010,3.21,"2,8846%","3,23","3,25","3,18",254.64,"816.787,54"
28/7/2010,3.34,"4,0498%","3,26","3,41","3,19",468.44,"1.561.507,70"
29/7/2010,3.37,"0,8982%","3,4","3,49","3,36",429.303,"1.469.783,78"
30/7/2010,3.40,"0,8902%","3,37","3,41","3,28",118.018,"394.580,30"
02/8/2010,3.45,"1,4706%","3,45","3,53","3,4",352.461,"1.222.524,49"
03/8/2010,3.42,"-0,8696%","3,45","3,49","3,4",197.127,"678.397,35"
04/8/2010,3.40,"-0,5848%","3,4","3,44","3,31",117.001,"393.826,86"
05/8/2010,3.31,"-2,6471%","3,41","3,42","3,31",77.749,"261.301,88"
06/8/2010,3.30,"-0,3021%","3,32","3,34","3,24",88.931,"292.906,96"
09/8/2010,3.27,"-0,9091%","3,3","3,33","3,27",62.412,"205.064,60"
10/8/2010,3.29,"0,6116%","3,25","3,3","3,24",222.191,"726.686,71"
11/8/2010,3.34,"1,5198%","3,29","3,34","3,23",153.345,"503.230,54"
12/8/2010,3.26,"-2,3952%","3,31","3,36","3,26",164.282,"545.565,20"
13/8/2010,3.26,"0,0000%","3,26","3,29","3,23",51.85,"168.918,69"
16/8/2010,3.27,"0,3067%","3,26","3,29","3,2",34.426,"111.556,70"
17/8/2010,3.31,"1,2232%","3,28","3,34","3,28",44.657,"147.833,11"
18/8/2010,3.34,"0,9063%","3,3","3,34","3,26",50.052,"165.322,15"
19/8/2010,3.30,"-1,1976%","3,35","3,36","3,29",90.998,"301.388,89"
20/8/2010,3.17,"-3,9394%","3,27","3,35","3,17",110.472,"358.756,64"
23/8/2010,3.22,"1,5773%","3,16","3,22","3,12",132.591,"421.689,52"
24/8/2010,3.10,"-3,7267%","3,16","3,19","3,09",212.49,"668.974,22"
25/8/2010,3.13,"0,9677%","3,1","3,24","3,1",278.209,"880.435,94"
26/8/2010,3.17,"1,2780%","3,13","3,19","3,12",173.873,"546.454,94"
27/8/2010,3.15,"-0,6309%","3,13","3,21","3,13",38.461,"121.191,68"
30/8/2010,3.12,"-0,9524%","3,2","3,2","3,1",57.536,"181.916,50"
31/8/2010,3.10,"-0,6410%","3,06","3,11","3,05",219.691,"680.884,60"
01/9/2010,3.09,"-0,3226%","3,1","3,14","3,09",53.628,"166.596,88"
02/9/2010,3.14,"1,6181%","3,1","3,17","3,08",240.684,"752.686,56"
03/9/2010,3.18,"1,2739%","3,15","3,24","3,1",330.157,"1.040.619,40"
06/9/2010,3.27,"2,8302%","3,2","3,28","3,16",130.573,"423.770,99"
07/9/2010,3.21,"-1,8349%","3,17","3,32","3,16",302.855,"975.510,70"
08/9/2010,3.14,"-2,1807%","3,11","3,19","3,1",222.633,"696.874,62"
09/9/2010,3.12,"-0,6369%","3,11","3,18","3,09",176.884,"554.203,78"
10/9/2010,3.09,"-0,9615%","3,13","3,14","3,09",17.735,"55.210,41"
13/9/2010,3.05,"-1,2945%","3,1","3,12","3,03",186.591,"570.603,47"
14/9/2010,2.98,"-2,2951%","3,05","3,07","2,92",296.432,"883.628,66"
15/9/2010,2.92,"-2,0134%","2,98","3,01","2,91",352.334,"1.032.897,97"
16/9/2010,2.96,"1,3699%","2,93","2,96","2,87",167.115,"486.448,61"
17/9/2010,2.90,"-2,0270%","2,98","2,98","2,9",235.435,"691.332,98"
20/9/2010,2.82,"-2,7586%","2,89","2,9","2,82",73.872,"210.680,87"
21/9/2010,2.83,"0,3546%","2,82","2,89","2,81",98.672,"280.182,98"
22/9/2010,2.84,"0,3534%","2,85","2,86","2,83",40.939,"116.396,89"
23/9/2010,2.80,"-1,4085%","2,87","2,87","2,8",64.938,"183.735,54"
24/9/2010,2.84,"1,4286%","2,8","2,87","2,8",81.252,"230.771,04"
27/9/2010,2.82,"-0,7042%","2,87","2,87","2,79",31.108,"87.572,04"
28/9/2010,2.84,"0,7092%","2,83","2,84","2,74",133.938,"373.644,71"
29/9/2010,2.88,"1,4085%","2,85","2,91","2,79",217.883,"624.874,40"
30/9/2010,2.84,"-1,3889%","2,9","2,92","2,82",204.414,"585.034,22"
01/10/2010,2.82,"-0,7042%","2,84","2,86","2,78",83.072,"234.061,51"
04/10/2010,2.84,"0,7092%","2,82","2,85","2,78",122.783,"346.568,77"
05/10/2010,2.86,"0,7042%","2,85","2,92","2,85",393.222,"1.130.504,32"
06/10/2010,2.90,"1,3986%","2,86","2,94","2,86",278.792,"808.815,87"
07/10/2010,2.94,"1,3793%","2,89","2,95","2,89",185.565,"542.304,62"
08/10/2010,2.94,"0,0000%","2,89","2,96","2,89",331.162,"964.612,14"
11/10/2010,3.00,"2,0408%","2,95","3,02","2,95",342.791,"1.026.466,80"
12/10/2010,3.00,"0,0000%",3,"3,07","2,98",508.595,"1.529.511,48"
13/10/2010,3.04,"1,3333%",3,"3,07","2,99",364.759,"1.108.328,39"
14/10/2010,3.03,"-0,3289%","3,06","3,06",3,83.017,"250.872,41"
15/10/2010,3.06,"0,9901%","3,05","3,06","3,02",277.984,"846.797,44"
18/10/2010,3.11,"1,6340%","3,07","3,13","3,03",641.704,"1.986.218,37"
19/10/2010,3.15,"1,2862%","3,13","3,16","3,08",331.889,"1.036.126,26"
20/10/2010,3.18,"0,9524%","3,14","3,21","3,13",186.566,"593.087,13"
21/10/2010,3.19,"0,3145%","3,21","3,21","3,14",155.519,"494.688,38"
22/10/2010,3.14,"-1,5674%","3,15","3,2","3,14",108.548,"343.673,34"
25/10/2010,3.19,"1,5924%","3,18","3,21","3,15",141.384,"450.714,66"
26/10/2010,3.15,"-1,2539%","3,19","3,19","3,12",225.353,"710.110,35"
27/10/2010,3.16,"0,3175%","3,13","3,18","3,09",87.088,"273.657,62"
29/10/2010,3.14,"-0,6329%","3,14","3,16","3,1",259.307,"810.567,98"
01/11/2010,3.00,"-4,4586%","3,16","3,16","2,93",235.146,"714.875,54"
02/11/2010,2.97,"-1,0000%",3,"3,04","2,97",79.939,"240.277,94"
03/11/2010,3.00,"1,0101%",3,"3,03","2,98",106.466,"319.356,60"
04/11/2010,3.01,"0,3333%","3,01","3,15","3,01",158.823,"489.075,80"
05/11/2010,2.98,"-0,9967%","2,99","3,07","2,95",132.249,"394.876,27"
08/11/2010,3.08,"3,3557%","3,04","3,1",3,95.692,"291.048,39"
09/11/2010,3.07,"-0,3247%","3,06","3,1","2,99",104.148,"316.644,15"
10/11/2010,3.08,"0,3257%","3,04","3,15","2,99",247.579,"753.496,36"
11/11/2010,3.08,"0,0000%","3,03","3,12","3,02",133.368,"406.548,71"
12/11/2010,3.10,"0,6494%","3,08","3,14","3,01",309.302,"950.954,64"
15/11/2010,3.07,"-0,9677%","3,08","3,13","3,06",1.320.211,"4.053.881,84"
16/11/2010,3.03,"-1,3029%","3,08","3,1","3,03",134.886,"413.780,71"
17/11/2010,2.88,"-4,9505%","2,99","3,03","2,87",260.74,"760.863,07"
18/11/2010,2.95,"2,4306%","2,91","2,99","2,9",114.59,"336.735,48"
19/11/2010,2.94,"-0,3390%","2,99","2,99","2,88",239.085,"700.285,23"
22/11/2010,2.90,"-1,3605%","2,92","2,98","2,82",109.211,"314.796,23"
23/11/2010,2.90,"0,0000%","2,83","2,95","2,81",410.841,"1.197.163,92"
24/11/2010,2.91,"0,3448%","2,85","2,95","2,85",166.987,"486.520,90"
25/11/2010,2.86,"-1,7182%","2,92","2,92","2,83",190.16,"543.593,92"
26/11/2010,2.80,"-2,0979%","2,8","2,84","2,76",72.263,"202.224,17"
29/11/2010,2.72,"-2,8571%","2,84","2,89","2,72",89.948,"251.216,09"
30/11/2010,2.58,"-5,1471%","2,75","2,8","2,58",378.833,"1.014.598,81"
01/12/2010,2.68,"3,8760%","2,63","2,68","2,62",365.818,"968.528,41"
02/12/2010,2.61,"-2,6119%","2,66","2,75","2,61",563.055,"1.503.377,59"
03/12/2010,2.65,"1,5326%","2,64","2,68","2,62",171.189,"453.869,52"
06/12/2010,2.75,"3,7736%","2,65","2,75","2,65",296.708,"809.285,63"
07/12/2010,2.78,"1,0909%","2,79","2,9","2,77",337.401,"955.722,94"
08/12/2010,2.77,"-0,3597%","2,79","2,82","2,76",171.714,"476.971,64"
09/12/2010,2.75,"-0,7220%","2,78","2,81","2,71",512.791,"1.416.873,58"
10/12/2010,2.73,"-0,7273%","2,75","2,81","2,71",587.965,"1.627.972,99"
13/12/2010,2.70,"-1,0989%","2,71","2,75","2,69",150.604,"409.518,29"
14/12/2010,2.73,"1,1111%","2,68","2,79","2,68",835.375,"2.283.722,89"
15/12/2010,2.72,"-0,3663%","2,71","2,75","2,68",497.216,"1.352.158,15"
16/12/2010,2.65,"-2,5735%","2,7","2,72","2,65",262.197,"701.255,26"
17/12/2010,2.62,"-1,1321%","2,64","2,67","2,6",1.277.610,"3.349.410,65"
20/12/2010,2.59,"-1,1450%","2,62","2,65","2,55",160.36,"414.357,22"
21/12/2010,2.60,"0,3861%","2,61","2,63","2,55",353.645,"916.854,73"
22/12/2010,2.57,"-1,1538%","2,62","2,62","2,5",285.713,"731.565,21"
23/12/2010,2.56,"-0,3891%","2,57","2,57","2,51",175.443,"446.630,28"
27/12/2010,2.53,"-1,1719%","2,52","2,54","2,5",217.313,"548.046,15"
28/12/2010,2.58,"1,9763%","2,54","2,58","2,51",201.457,"511.294,97"
29/12/2010,2.51,"-2,7132%","2,54","2,58","2,51",203.34,"514.979,35"
30/12/2010,2.51,"0,0000%","2,51","2,54","2,5",54.914,"138.316,06"
31/12/2010,2.49,"-0,7968%","2,51","2,53","2,49",59.917,"149.797,14"
03/1/2011,2.53,"1,6064%","2,52","2,53","2,49",150.309,"377.454,03"
04/1/2011,2.51,"-0,7905%","2,52","2,52","2,46",403.833,"1.008.110,14"
05/1/2011,2.35,"-6,3745%","2,45","2,48","2,33",313.278,"747.886,96"
07/1/2011,2.23,"-5,1064%","2,34","2,38","2,22",1.832.565,"4.214.668,22"
10/1/2011,2.18,"-2,2422%","2,25","2,28","2,18",406.372,"908.338,42"
11/1/2011,2.24,"2,7523%","2,21","2,25","2,16",561.911,"1.241.176,70"
12/1/2011,2.34,"4,4643%","2,26","2,36","2,26",771.819,"1.791.028,05"
13/1/2011,2.36,"0,8547%","2,34","2,39","2,31",626.272,"1.471.663,94"
14/1/2011,2.40,"1,6949%","2,38","2,46","2,32",446.571,"1.062.989,35"
17/1/2011,2.39,"-0,4167%","2,4","2,44","2,37",220.947,"532.806,82"
18/1/2011,2.23,"-6,6946%","2,37","2,39","2,23",686.916,"1.570.756,56"
19/1/2011,2.31,"3,5874%","2,24","2,35","2,21",883.568,"2.011.427,31"
20/1/2011,2.39,"3,4632%","2,35","2,4","2,3",492.767,"1.164.645,37"
21/1/2011,2.43,"1,6736%","2,41","2,45","2,35",608.007,"1.467.410,85"
24/1/2011,2.45,"0,8230%","2,43","2,48","2,43",391.111,"961.435,43"
25/1/2011,2.42,"-1,2245%","2,45","2,48","2,37",386.42,"931.690,71"
26/1/2011,2.52,"4,1322%","2,42","2,54","2,42",841.649,"2.102.814,61"
27/1/2011,2.49,"-1,1905%","2,53","2,54","2,46",394.34,"984.538,76"
28/1/2011,2.49,"0,0000%","2,47","2,53","2,46",248.142,"618.890,13"
31/1/2011,2.51,"0,8032%","2,47","2,53","2,45",518.127,"1.286.397,02"
01/2/2011,2.60,"3,5857%","2,51","2,62","2,5",892.198,"2.297.101,23"
02/2/2011,2.56,"-1,5385%","2,62","2,66","2,5",613.828,"1.580.295,00"
03/2/2011,2.50,"-2,3438%","2,53","2,55","2,49",279.956,"704.603,40"
04/2/2011,2.49,"-0,4000%","2,52","2,56","2,46",276.54,"692.552,61"
07/2/2011,2.56,"2,8112%","2,49","2,59","2,45",348.782,"885.797,88"
08/2/2011,2.62,"2,3438%","2,58","2,64","2,58",377.358,"984.397,00"
09/2/2011,2.75,"4,9618%","2,63","2,75","2,62",715.591,"1.929.280,12"
10/2/2011,2.57,"-6,5455%","2,75","2,75","2,56",855.361,"2.252.719,33"
11/2/2011,2.68,"4,2802%","2,57","2,68","2,56",461.646,"1.215.401,55"
14/2/2011,2.65,"-1,1194%","2,7","2,71","2,6",468.526,"1.235.210,15"
15/2/2011,2.62,"-1,1321%","2,62","2,65","2,58",349.143,"908.812,83"
16/2/2011,2.63,"0,3817%","2,63","2,64","2,57",143.954,"376.803,74"
17/2/2011,2.82,"7,2243%","2,64","2,82","2,62",558.322,"1.531.186,74"
18/2/2011,2.80,"-0,7092%","2,81","2,84","2,74",505.916,"1.413.148,13"
21/2/2011,2.72,"-2,8571%","2,8","2,88","2,7",429.414,"1.200.507,95"
22/2/2011,2.66,"-2,2059%","2,64","2,67","2,62",188.906,"499.814,05"
23/2/2011,2.66,"0,0000%","2,65","2,69","2,63",300.398,"797.688,97"
24/2/2011,2.62,"-1,5038%","2,66","2,66","2,6",120.023,"314.796,75"
25/2/2011,2.55,"-2,6718%","2,62","2,63","2,54",150.279,"384.686,62"
28/2/2011,2.50,"-1,9608%","2,52","2,53","2,45",290.379,"724.492,42"
01/3/2011,2.49,"-0,4000%","2,5","2,56","2,43",158.456,"396.352,26"
02/3/2011,2.41,"-3,2129%","2,45","2,46","2,41",247.586,"599.864,48"
03/3/2011,2.41,"0,0000%","2,43","2,47","2,41",143.346,"348.925,08"
04/3/2011,2.48,"2,9046%","2,5","2,51","2,43",172.887,"428.558,55"
08/3/2011,2.37,"-4,4355%","2,48","2,48","2,35",156.053,"374.939,57"
09/3/2011,2.43,"2,5316%","2,39","2,5","2,36",317.555,"780.843,90"
10/3/2011,2.45,"0,8230%","2,41","2,46","2,41",117.68,"286.963,82"
11/3/2011,2.44,"-0,4082%","2,47","2,51","2,43",296.338,"729.706,45"
14/3/2011,2.54,"4,0984%","2,5","2,55","2,49",816.359,"2.059.928,08"
15/3/2011,2.50,"-1,5748%","2,5","2,52","2,44",459.9,"1.141.610,62"
16/3/2011,2.49,"-0,4000%","2,54","2,61","2,49",446.977,"1.134.829,78"
17/3/2011,2.49,"0,0000%","2,5","2,5","2,46",164.292,"409.037,30"
18/3/2011,2.54,"2,0080%","2,52","2,54","2,49",169.775,"428.657,45"
21/3/2011,2.57,"1,1811%","2,56","2,6","2,55",263.631,"678.066,85"
22/3/2011,2.60,"1,1673%","2,57","2,62","2,55",695.141,"1.803.560,42"
23/3/2011,2.60,"0,0000%","2,6","2,62","2,58",174.425,"453.736,02"
24/3/2011,2.55,"-1,9231%","2,56","2,61","2,55",316.868,"813.655,16"
28/3/2011,2.46,"-3,5294%","2,54","2,55","2,46",177.227,"442.884,79"
29/3/2011,2.48,"0,8130%","2,45","2,53","2,42",387.969,"964.014,61"
30/3/2011,2.44,"-1,6129%","2,46","2,47","2,41",224.441,"545.462,42"
31/3/2011,2.45,"0,4098%","2,44","2,46","2,4",348.587,"844.900,34"
01/4/2011,2.49,"1,6327%","2,47","2,51","2,46",223.399,"555.589,42"
04/4/2011,2.47,"-0,8032%","2,5","2,6","2,44",424.461,"1.059.600,15"
05/4/2011,2.45,"-0,8097%","2,45","2,5","2,44",464.062,"1.148.780,76"
06/4/2011,2.50,"2,0408%","2,44","2,51","2,42",454.927,"1.131.603,34"
07/4/2011,2.50,"0,0000%","2,48","2,52","2,47",117.506,"293.738,78"
08/4/2011,2.45,"-2,0000%","2,47","2,5","2,45",168.946,"417.865,31"
11/4/2011,2.41,"-1,6327%","2,44","2,46","2,37",247.062,"594.358,53"
12/4/2011,2.39,"-0,8299%","2,38","2,42","2,36",167.199,"399.229,64"
13/4/2011,2.33,"-2,5105%","2,39","2,42","2,33",244.404,"580.441,28"
14/4/2011,2.27,"-2,5751%","2,33","2,37","2,27",174.02,"402.011,32"
15/4/2011,2.28,"0,4405%","2,27","2,3","2,23",119.188,"268.976,85"
18/4/2011,2.27,"-0,4386%","2,29","2,3","2,24",206.136,"469.772,39"
19/4/2011,2.29,"0,8811%","2,25","2,29","2,23",56.465,"127.433,92"
20/4/2011,2.28,"-0,4367%","2,32","2,32","2,27",156.014,"356.778,18"
21/4/2011,2.30,"0,8772%","2,28","2,32","2,27",69.224,"159.030,63"
26/4/2011,2.28,"-0,8696%","2,3","2,31","2,27",32.238,"73.826,98"
27/4/2011,2.29,"0,4386%","2,3","2,33","2,26",177.231,"405.989,87"
28/4/2011,2.35,"2,6201%","2,29","2,35","2,28",143.822,"331.377,94"
29/4/2011,2.41,"2,5532%","2,35","2,42","2,32",158.489,"375.461,54"
02/5/2011,2.40,"-0,4149%","2,44","2,46","2,36",205.843,"493.978,28"
03/5/2011,2.40,"0,0000%","2,43","2,43","2,37",120.459,"288.054,64"
04/5/2011,2.43,"1,2500%","2,44","2,5","2,39",410.313,"1.005.798,96"
05/5/2011,2.44,"0,4115%","2,44","2,44","2,38",53.222,"128.209,48"
06/5/2011,2.44,"0,0000%","2,43","2,44","2,4",48.671,"117.702,71"
09/5/2011,2.40,"-1,6393%","2,44","2,45","2,34",258.986,"625.635,74"
10/5/2011,2.40,"0,0000%","2,4","2,4","2,36",159.085,"380.670,21"
11/5/2011,2.35,"-2,0833%","2,39","2,4","2,35",98.329,"233.226,36"
12/5/2011,2.34,"-0,4255%","2,34","2,36","2,28",142.182,"329.151,97"
13/5/2011,2.33,"-0,4274%","2,34","2,37","2,28",127.13,"293.752,70"
16/5/2011,2.28,"-2,1459%","2,28","2,37","2,26",154.719,"355.626,88"
17/5/2011,2.25,"-1,3158%","2,28","2,28","2,22",185.96,"417.339,69"
18/5/2011,2.22,"-1,3333%","2,25","2,28","2,22",151.443,"341.007,14"
19/5/2011,2.22,"0,0000%","2,22","2,24","2,18",134.932,"297.766,25"
20/5/2011,2.23,"0,4505%","2,23","2,23","2,17",181.546,"399.130,49"
23/5/2011,2.18,"-2,2422%","2,18","2,2","2,13",202.588,"438.319,95"
24/5/2011,2.19,"0,4587%","2,18","2,3","2,16",216.124,"477.141,81"
25/5/2011,2.19,"0,0000%","2,2","2,22","2,15",309.141,"672.684,73"
26/5/2011,2.18,"-0,4566%","2,15","2,22","2,13",139.645,"302.947,56"
27/5/2011,2.11,"-3,2110%","2,18","2,18","2,05",212.829,"453.168,87"
30/5/2011,1.64,"-22,2749%","2,12","2,13","1,58",1.474.597,"2.512.064,22"
31/5/2011,1.64,"0,0000%","1,78","1,78","1,59",1.088.767,"1.848.765,94"
01/6/2011,1.60,"-2,4390%","1,64","1,7","1,56",957.654,"1.541.829,92"
02/6/2011,1.48,"-7,5000%","1,56","1,57","1,44",1.044.227,"1.566.840,16"
03/6/2011,1.56,"5,4054%","1,5","1,6","1,47",862.308,"1.326.936,57"
06/6/2011,1.54,"-1,2821%","1,58","1,6","1,53",293.662,"457.646,65"
07/6/2011,1.44,"-6,4935%","1,56","1,56","1,41",783.034,"1.145.270,84"
08/6/2011,1.39,"-3,4722%","1,47","1,49","1,39",504.684,"723.781,14"
09/6/2011,1.48,"6,4748%","1,38","1,52","1,37",703.025,"1.026.524,76"
10/6/2011,1.48,"0,0000%","1,53","1,53","1,45",311.667,"461.012,26"
14/6/2011,1.47,"-0,6757%","1,44","1,51","1,44",175.195,"259.387,38"
15/6/2011,1.42,"-3,4014%","1,45","1,49","1,39",351.832,"500.560,21"
16/6/2011,1.36,"-4,2254%","1,42","1,45","1,35",379.274,"524.193,35"
17/6/2011,1.47,"8,0882%","1,4","1,48","1,39",134.653,"192.496,60"
20/6/2011,1.49,"1,3605%","1,46","1,5","1,44",366.518,"542.258,65"
21/6/2011,1.54,"3,3557%","1,49","1,54","1,46",130.969,"197.137,91"
22/6/2011,1.56,"1,2987%","1,54","1,68","1,52",972.009,"1.573.924,97"
23/6/2011,1.49,"-4,4872%","1,58","1,58","1,47",708.431,"1.069.304,42"
24/6/2011,1.46,"-2,0134%","1,52","1,54","1,41",775.061,"1.142.517,29"
27/6/2011,1.40,"-4,1096%","1,44","1,46","1,39",202.52,"286.567,15"
28/6/2011,1.45,"3,5714%","1,41","1,47","1,41",284.202,"408.312,04"
29/6/2011,1.44,"-0,6897%","1,47","1,53","1,44",811.8,"1.211.509,58"
30/6/2011,1.47,"2,0833%","1,47","1,49","1,45",350.919,"517.180,35"
